FF Common,FF Scientific,Predator Common,Predator Scientific,Season,Year,Abundance,Unit,Source,Study Location,Country,size of FF eaten (mm),age of FF eaten,% FF in diet,% Units,Notes
,,mackerel,Scomber japonicus,,1970,300000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1971,210000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1972,290000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1973,200000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1974,190000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,mackerel,Scomber japonicus,,1975,180000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1953,1040000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1954,730000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1955,820000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1956,880000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1957,1250000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1958,1050000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1959,970000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1960,850000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1961,870000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1962,800000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1963,890000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1964,760000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1965,1060000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1966,840000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1967,750000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1968,740000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1969,1000000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1970,920000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1971,930000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1972,1320000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1973,920000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1974,830000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1975,820000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1976,1110000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1977,990000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,horse mackerel,Trachurus murphyi,,1978,850000,tons,#-Pauly et al 1989 p388 Table 1,,Peru,,,,,#nearshore (<75km) from population model
,,shag,,July,1991,,,Wanless et al 1991 Figure 1,Isle of May,North Sea,85.5,,,,"weighted average, range 30-190"
sprat,Sprattus sprattus,megrim,,,,,,Mackinson and Daskalov 2007 Table 3.4,,North Sea,,,33.80,diet matrix,
pout,Trisopterus esmarkii,saithe,,,,,,Mackinson and Daskalov 2007 Table 3.4,,North Sea,,,23.7; 32.2,,juvenile; adult - from diet matrix in ecosim model
pout,Trisopterus esmarkii,horse mackerel,,,,,,Mackinson and Daskalov 2007 Table 3.4,,North Sea,,,22.90,diet matrix,
pout,Trisopterus esmarkii,megrim,,,,,,Mackinson and Daskalov 2007 Table 3.4,,North Sea,,,24.00,diet matrix,
pout,Trisopterus esmarkii,crabs,,,,,,Mackinson and Daskalov 2007 Table 3.4,,North Sea,,,24.00,diet matrix,
blue whiting,Microsmesistius poutassou,hake,,,,,,Mackinson and Daskalov 2007 Table 3.4,,North Sea,,,30.90,diet matrix,
sandeel,,whiting,,Jan-Mar,1981,,,Daan 1989 Table 8C4,,North Sea,,,7.16,by weight,values are averaged over all age classes (1-6+)
sandeel,,whiting,,Apr-Jun,1981,,,Daan 1989 Table 8C4,,North Sea,,,46.75,by weight,values are averaged over all age classes (1-6+)
sandeel,,whiting,,July-Sept,1981,,,Daan 1989 Table 8C4,,North Sea,,,14.66,by weight,values are averaged over all age classes (1-6+)
sandeel,,whiting,,Oct-Dec,1981,,,Daan 1989 Table 8C4,,North Sea,,,14.21,by weight,values are averaged over all age classes (1-6+)
sprat,Sprattus sprattus,whiting,,Jan-Mar,1981,,,Daan 1989 Table 8C4,,North Sea,,,16.53,by weight,values are averaged over all age classes (1-6+)
sprat,Sprattus sprattus,whiting,,Apr-Jun,1981,,,Daan 1989 Table 8C4,,North Sea,,,3.15,by weight,values are averaged over all age classes (1-6+)
sprat,Sprattus sprattus,whiting,,July-Sept,1981,,,Daan 1989 Table 8C4,,North Sea,,,21.12,by weight,values are averaged over all age classes (1-6+)
sprat,Sprattus sprattus,whiting,,Oct-Dec,1981,,,Daan 1989 Table 8C4,,North Sea,,,9.53,by weight,values are averaged over all age classes (1-6+)
sandeel,,mackerel,,Jan-Mar,1981,,,Daan 1989 Table 8D,,North Sea,,,12.20,by weight,values are averaged over all age classes (1-8+)
sandeel,,mackerel,,Apr-Jun,1981,,,Daan 1989 Table 8D,,North Sea,,,48.63,by weight,values are averaged over all age classes (1-8+)
sandeel,,mackerel,,July-Sept,1981,,,Daan 1989 Table 8D,,North Sea,,,13.80,by weight,values are averaged over all age classes (1-8+)
sandeel,,mackerel,,Oct-Dec,1981,,,Daan 1989 Table 8D,,North Sea,,,1.30,by weight,values are averaged over all age classes (1-8+)
norway pout,Trisopterus esmarkii,saithe,,Jan-June,1981,,,Daan 1989 Table 8E,,North Sea,,,47.90,by weight,values are averaged over all size classes (250-1000)
norway pout,Trisopterus esmarkii,saithe,,July-Dec,1981,,,Daan 1989 Table 8E,,North Sea,,,21.31,by weight,values are averaged over all size classes (250-1000)
sprat,,hake,,,1983-1985,,,Du Buit 1996 Figure 4,Celtic Sea,English Channel,"mean 128, range=90-160",,,,
sandeel,,whiting,,,1998,,,Standord and Pitcher 2004 Table 2.14,English Channel,English Channel,,,25.20,diet matrix,
herring,,whiting (J),,,1998,,,Standord and Pitcher 2004 Table 2.14,English Channel,English Channel,,,23.00,diet matrix,
sandeel,,bass,,,1998,,,Standord and Pitcher 2004 Table 2.14,English Channel,English Channel,,,29.70,diet matrix,
sprat,,John Dory,,,1998,,,Standord and Pitcher 2004 Table 2.14,English Channel,English Channel,,,19.50,diet matrix,
SS herring,,minke whale,,,1999-2000,,,Olsen and Holst 2001,Norwegian Sea,Norway,,,100.00,relative contribution by weight,
sandeel,,minke whale,,,1999,,,Olsen and Holst 2001,North Sea,North Sea,,,86.70,relative contribution by weight,
sandeel,,gurnard,,,1991,,,de Gee and Kikkert 1993 Table 10,North Sea,North Sea,,,34.62,by weight,average over all size classes of predator
anchoveta,,cormorant (guanay),,,1997,,,Goya 2000 Tabla 1,Peru,Peru,,,53.96,,"unsure of units, need to translate"
anchoveta,,cormorant (guanay),,,1998,,,Goya 2000 Tabla 1,Peru,Peru,,,54.53,,"unsure of units, need to translate"
anchoveta,,cormorant (guanay),,,1999,,,Goya 2000 Tabla 1,Peru,Peru,,,80.90,,"unsure of units, need to translate"
anchoveta,,booby,,,1995,,,Goya 2000 Tabla 2,Peru,Peru,,,78.78,,"unsure of units, need to translate"
anchoveta,,booby,,,1996,,,Goya 2000 Tabla 2,Peru,Peru,,,82.33,,"unsure of units, need to translate"
anchoveta,,booby,,,1997,,,Goya 2000 Tabla 2,Peru,Peru,,,84.64,,"unsure of units, need to translate"
anchoveta,,booby,,,1998,,,Goya 2000 Tabla 2,Peru,Peru,,,58.37,,"unsure of units, need to translate"
anchoveta,,booby,,,1999,,,Goya 2000 Tabla 2,Peru,Peru,,,92.85,,"unsure of units, need to translate"
