Prey,Predator,Predator_type,Predator_stage_or_Length,Predator_stage,abundance_data,year_diet_data_from,month_diet_data_from,name of month NB,year_diet_data_to,month_diet_data_to,name of month NB,season of diet data NB,season of diet data with no NA NB,range of diet data years NB,N_samples,prey_size_mm_min,prey_size_mm_max,prey size range NB,prey size range.mm pasted NB,prey_size_mm_mean,prey_size_mm_sd,prey_size_mm_median,Comment,Measurement_Method,proportion_diet_fracN_mean,proportion_diet_fracW_mean,W_or_Vol,Energetic_contributionfrac,IRI,fracFO,fracFO_SD,Area,Larger_area,Method,Reference
Longfin squid,Atlantic bluefin tuna,bony fishes,Large-medium185.4-205.7cm ,adult,YES,2005,12,Dec,2006,1,Jan,Dec-Jan,Dec-Jan,2005-2006,,,,#NAME?,,,,,,,,1.11,,,,,,Cape Lookout,North Atlantic Bight,stomach sampling,Butleretal2010
Atlantic menhaden,Atlantic bluefin tuna,bony fishes,Giant_M205.7 cm ,adult,YES,2003,12,Dec,2004,1,Jan,Dec-Jan,Dec-Jan,2003-2004,,,,#NAME?,,,,,,,,91.39,,,,,,Cape Lookout,North Atlantic Bight,stomach sampling,Butleretal2010
Atlantic menhaden,Atlantic bluefin tuna,bony fishes,Giant_M205.7 cm ,adult,YES,2004,12,Dec,2005,1,Jan,Dec-Jan,Dec-Jan,2004-2005,,,,#NAME?,,,,,,,,98.96,,,,,,Cape Lookout,North Atlantic Bight,stomach sampling,Butleretal2010
Atlantic menhaden,Atlantic bluefin tuna,bony fishes,Giant_M205.7 cm ,adult,YES,2005,12,Dec,2006,1,Jan,Dec-Jan,Dec-Jan,2005-2006,,,,#NAME?,,,,,,,,92.97,,,,,,Cape Lookout,North Atlantic Bight,stomach sampling,Butleretal2010
Longfin squid,Atlantic bluefin tuna,bony fishes,Giant_M205.7 cm ,adult,YES,2004,12,Dec,2005,1,Jan,Dec-Jan,Dec-Jan,2004-2005,,,,#NAME?,,,,,,,,0.07,,,,,,Cape Lookout,North Atlantic Bight,stomach sampling,Butleretal2010
Longfin squid,Atlantic bluefin tuna,bony fishes,Giant_M205.7 cm ,adult,YES,2005,12,Dec,2006,1,Jan,Dec-Jan,Dec-Jan,2005-2006,,,,#NAME?,,,,,,,,0.48,,,,,,Cape Lookout,North Atlantic Bight,stomach sampling,Butleretal2010
Atlantic menhaden,Striped bass,bony fishes,,,YES,1955,,#N/A,1959,,#N/A,#N/A,,1955-1959,,,,#NAME?,,,,,,,38,61,,,66,,,Chesapeake bay,Chesapeake bay,stomach sampling,GriffinandMargraf2003
Atlantic menhaden,Striped bass,bony fishes,large_greater600mm,adult,YES,1955,,#N/A,1959,,#N/A,#N/A,,1955-1959,,,,#NAME?,,,,,,,,,,,92,,,Chesapeake bay,Chesapeake bay,stomach sampling,GriffinandMargraf2003
Shortfin squid,Albacore tuna,bony fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,71.1,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,Bigeye tuna,bony fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,61.8,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,Dolphinfish,bony fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,42.5,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,Longbill spearfish,bony fishes,,,NO,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,63.8,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,White marlin,bony fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,54.1,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,Yellowfin tuna,bony fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,69.5,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,Shortfin mako shark,cartilaginous fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,100,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Shortfin squid,Swordfish,bony fishes,,,YES,2001,6,Jun,2002,6,Jun,Jun,Jun,2001-2002,,,,#NAME?,,,,,Data refers to family Ommastrephidae. Short fin is the most abundant,,,70.2,,,,,,Grand Banks of Newfoundland,Grand Banks of Newfoundland,stomach sampling,Loganetal2013
Atlantic herring,Striped bass,bony fishes,,,YES,1994,,#N/A,2007,,#N/A,#N/A,,1994-2007,,,,#NAME?,,217,24,,,,,,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic herring,Striped bass,bony fishes,,,YES,2002,,#N/A,2002,,#N/A,#N/A,,2002,,,,#NAME?,,,,,,,,4.1,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic herring,Striped bass,bony fishes,,,YES,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,,7.3,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,1994,,#N/A,2007,,#N/A,#N/A,,1994-2007,,,,#NAME?,,183,73,,,,,,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,1994,,#N/A,1994,,#N/A,#N/A,,1994,,,,#NAME?,,,,,,,,38.8,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,1995,,#N/A,1995,,#N/A,#N/A,,1995,,,,#NAME?,,,,,,,,29.9,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,1996,,#N/A,1996,,#N/A,#N/A,,1996,,,,#NAME?,,,,,,,,30.5,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,2000,,#N/A,2000,,#N/A,#N/A,,2000,,,,#NAME?,,,,,,,,31.8,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,2002,,#N/A,2002,,#N/A,#N/A,,2002,,,,#NAME?,,,,,,,,73.8,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,2003,,#N/A,2003,,#N/A,#N/A,,2003,,,,#NAME?,,,,,,,,72.4,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,2005,,#N/A,2005,,#N/A,#N/A,,2005,,,,#NAME?,,,,,,,,82.8,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,2006,,#N/A,2006,,#N/A,#N/A,,2006,,,,#NAME?,,,,,,,,71.1,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Atlantic menhaden,Striped bass,bony fishes,,,YES,2007,,#N/A,2007,,#N/A,#N/A,,2007,,,,#NAME?,,,,,,,,94.5,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Longfin squid,Striped bass,bony fishes,,,YES,2006,,#N/A,2006,,#N/A,#N/A,,2006,,,,#NAME?,,,,,,,,0.1,,,,,,North Carolina Coast,,stomach sampling,Overtonetal2008
Longfin squid,Bluefish,bony fishes,Small_200-450mm,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,1.2,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Bluefish,bony fishes,Medium_451-550mm,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,44.9,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Bluefish,bony fishes,Large_M551,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,18.1,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Goosefish,bony fishes,Medium_251-450mm,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,4.9,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Goosefish,bony fishes,Large_M451,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,0.5,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Shortfin squid,Bluefish,bony fishes,Medium_451-550mm,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,1.7,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Shortfin squid,Bluefish,bony fishes,Large_M551,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,15,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Silver hake,bony fishes,Small_50_199mm,juvenile,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,0,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Silver hake,bony fishes,Medium_200-299mm,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,2.7,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Silver hake,bony fishes,Large_M300,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,12.3,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Summer flounder,bony fishes,Small_250_199mm,juvenile,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,15.3,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Summer flounder,bony fishes,Medium_400-549mm,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,25.4,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Summer flounder,bony fishes,Large_M550,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,14.7,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Shortfin squid,Silver hake,bony fishes,Large_M300,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,0.2,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Shortfin squid,Summer flounder,bony fishes,Large_M550,adult,YES,2002,2,Feb,2003,7,Jul,Feb-Jul,Feb-Jul,2002-2003,,,,#NAME?,,,,,,,,5.3,,,,,,NewJersey_to_Massachusset Coast,North Atlantic Bight,stomach sampling,Staudinger2006
Longfin squid,Atlantic mackerel,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,29.9,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Striped bass,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,33.9,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Weakfish,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,40.6,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Black sea bass,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,49,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Smooth dogfish,cartilaginous fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,53.5,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Bluefish,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,57.9,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Fourspot flounder,bony fishes,,,NO,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,61.3,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Spiny dogfish,cartilaginous fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,63.8,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Spotted hake,bony fishes,,,NO,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,68.2,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Silver hake,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,72.6,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Offshore hake,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,74.8,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Summer flounder,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,78.9,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Pollock,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,83.3,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Atlantic cod,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,92.1,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Goosefish,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,102.5,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Sea raven,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,109.1,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,White hake,bony fishes,,,YES,1991,,#N/A,2004,,#N/A,#N/A,,1991-2004,,,,#NAME?,,113.2,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Long-finned pilot whale,cetaceans,,,YES,1989,,#N/A,1991,,#N/A,#N/A,,1989-1991,,,,#NAME?,,202.8,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Longfin squid,Gray seal,pinnipeds,,,YES,2004,,#N/A,2006,,#N/A,#N/A,,2004-2006,,,,#NAME?,,207.2,,,,,,,,,,,,Cape Lookout_TO_Nova Scotia,North Atlantic Bight,stomach sampling,StaudingerandJuanes2010a
Shortfin squid,Dolphinfish,bony fishes,,,YES,2007,7,Jul,2010,10,Oct,Jul-Oct,Jul-Oct,2007-2010,,,,#NAME?,,,,,,,,21.7,,,,,,Cape Cod_Islands of Massachussetts,North Atlantic Bight,stomach sampling,Tefferet2015
Shortfin squid,Albacore tuna,bony fishes,,,YES,2007,7,Jul,2010,10,Oct,Jul-Oct,Jul-Oct,2007-2010,,,,#NAME?,,,,,,,,32.8,,,,,,Cape Cod_Islands of Massachussetts,North Atlantic Bight,stomach sampling,Tefferet2015
Shortfin squid,Yellowfin tuna,bony fishes,,,YES,2007,7,Jul,2010,10,Oct,Jul-Oct,Jul-Oct,2007-2010,,,,#NAME?,,,,,,,,31.6,,,,,,Cape Cod_Islands of Massachussetts,North Atlantic Bight,stomach sampling,Tefferet2015
Atlantic menhaden,Striped bass,bony fishes,,,YES,1997,,#N/A,1998,,#N/A,#N/A,,1997-1998,,,,#NAME?,,,,,,,,42.22,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic herring,Striped bass,bony fishes,,,YES,1997,5,May,1998,5,May,May,May,1997-1998,,,,#NAME?,,,,,,,,34.5,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic menhaden,Striped bass,bony fishes,,,YES,1997,5,May,1998,5,May,May,May,1997-1998,,,,#NAME?,,,,,,,,3.12,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic menhaden,Striped bass,bony fishes,,,YES,1997,7,Jul,1998,7,Jul,Jul,Jul,1997-1998,,,,#NAME?,,,,,,,,78.97,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic herring,Striped bass,bony fishes,,,YES,1997,7,Jul,1998,7,Jul,Jul,Jul,1997-1998,,,,#NAME?,,,,,,,,1.54,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic menhaden,Striped bass,bony fishes,,,YES,1997,11,Nov,1998,11,Nov,Nov,Nov,1997-1998,,,,#NAME?,,,,,,,,53.48,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic menhaden,Striped bass,bony fishes,,,YES,1997,2,Feb,1998,2,Feb,Feb,Feb,1997-1998,,,,#NAME?,,,,,,,,68.67,,,,,,Chesapeake bay,Chesapeake bay,stomach sampling,AustinandWalter1998
Atlantic menhaden,Osprey,sea birds,,,YES,1985,,#N/A,1985,,#N/A,#N/A,,1985,,,,#NAME?,,,,,,,,75,,,,,,Chesapeake bay,Chesapeake bay,fish delivered at nests,McCleanandByrd1991citedbyViveretteetal1991
Atlantic menhaden,Osprey,sea birds,,,YES,2006,,#N/A,2007,,#N/A,#N/A,,2006-2007,,,,#NAME?,,,,,,,24.2,,,,,,,Lower estuarine sites-Chesapeake bay,Chesapeake bay,fish delivered at nests,GlassandWatts2009
Atlantic menhaden,Osprey,sea birds,,,YES,2006,,#N/A,2007,,#N/A,#N/A,,2006-2007,,,,#NAME?,,,,,,,1.5,,,,,,,Upper etsuarine sites-Chesapeake bay,Chesapeake bay,fish delivered at nests,GlassandWatts2009
Gulf menhaden,Blacktip shark,cartilaginous fishes,neonate,juvenile,YES,2000,6,Jun,2001,9,Sep,Jun-Sep,Jun-Sep,2000-2001,,,,#NAME?,,,,,,,,46.95,,,,,,OffLousianaCoast,Gulf of Mexico,stomach sampling,Barryetal2008
Gulf menhaden,Blacktip shark,cartilaginous fishes,juvenile,juvenile,YES,2000,6,Jun,2001,9,Sep,Jun-Sep,Jun-Sep,2000-2001,,,,#NAME?,,,,,,,,25,,,,,,OffLousianaCoast,Gulf of Mexico,stomach sampling,Barryetal2008
Gulf menhaden,Atlantic sharpnose shark,cartilaginous fishes,juvenile ,juvenile,YES,1999,4,Apr,2002,10,Oct,Apr-Oct,Apr-Oct,1999-2002,,,,#NAME?,,,,,,,,7.06,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Betheaetal2004
Gulf menhaden,Atlantic sharpnose shark,cartilaginous fishes,adult,adult,YES,1999,4,Apr,2002,10,Oct,Apr-Oct,Apr-Oct,1999-2002,,,,#NAME?,,,,,,,,0.27,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Betheaetal2004
Gulf menhaden,Blacktip shark,cartilaginous fishes,YOY,juvenile,YES,1999,4,Apr,2002,10,Oct,Apr-Oct,Apr-Oct,1999-2002,,,,#NAME?,,,,,,,,33.19,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Betheaetal2004
Gulf menhaden,Blacktip shark,cartilaginous fishes,juvenile,juvenile,YES,1999,4,Apr,2002,10,Oct,Apr-Oct,Apr-Oct,1999-2002,,,,#NAME?,,,,,,,,67.53,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Betheaetal2004
Gulf menhaden,Spinner shark,cartilaginous fishes,YOY and juvenile,juvenile,YES,1999,4,Apr,2002,10,Oct,Apr-Oct,Apr-Oct,1999-2002,,,,#NAME?,,,,,,,,67.05,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Betheaetal2004
Gulf menhaden,Finetooth shark,cartilaginous fishes,YOY and juvenile,juvenile,YES,1999,4,Apr,2002,10,Oct,Apr-Oct,Apr-Oct,1999-2002,,,,#NAME?,,,,,,,,74.66,,,,,,Apalachicola Bay-Florida,Gulf of Mexico,stomach sampling,Betheaetal2004
Gulf menhaden,Red drum,bony fishes,Ages1-4,juvenile,YES,1997,9,Sep,1997,11,Nov,Sep-Nov,Sep-Nov,1997,,,,#NAME?,,,,,,,,9.03,,,,,,Galveston Bay-Texas ,Gulf of Mexico,stomach sampling,ScharfandSchlight2000
Gulf menhaden,Red drum,bony fishes,Ages1-4,juvenile,YES,1998,4,Apr,1998,6,Jun,Apr-Jun,Apr-Jun,1998,,25,60,25-60,25-60,,,,,,,68.82,,,,,,Galveston Bay-Texas ,Gulf of Mexico,stomach sampling,ScharfandSchlight2000
Atlantic menhaden,Brown pelican,sea birds,,,YES,1972,,#N/A,1972,,#N/A,#N/A,,1972,,,,#NAME?,,,,,,,14,,,,,,,Florida,,regurgitation,Fogartyetal1981
Atlantic menhaden,Atlantic bottlenose dolphin,cetaceans,,,NO,2009,7,Jul,2009,7,Jul,Jul,Jul,2009,,50,200,50-200,50-200,,,,,,,,,,,,,BullCreek_SouthCarolina,,Strand feeding,Fox2010
Atlantic menhaden,Atlantic bottlenose dolphin,cetaceans,,,NO,2000,,#N/A,2006,,#N/A,#N/A,,2000-2006,,,,#NAME?,,,,,,,1,,,,,,,SouthCarolina_Estuarine,,stomach sampling,PateandMcFee2012
Atlantic menhaden,Atlantic bottlenose dolphin,cetaceans,,,NO,2000,,#N/A,2006,,#N/A,#N/A,,2000-2006,,,,#NAME?,,,,,,,4,,,,,,,SouthCarolina_Oceanic,,stomach sampling,PateandMcFee2012
Atlantic menhaden,Atlantic bottlenose dolphin,cetaceans,,,NO,1993,,#N/A,2001,,#N/A,#N/A,,1993-2001,,,,#NAME?,,,,,,,,4,,,,,,NorthCarolina,,stomach sampling,Gannonetal2004
Atlantic mackerel,Pollock,bony fishes,,,YES,1973,,#N/A,1976,,#N/A,#N/A,,1973-1976,,,,#NAME?,,,,,,,,9,,,,,,North West Atlantic,North West Atlantic,stomach sampling,BowmanandMichael1982
Atlantic herring,White hake,bony fishes,,,YES,1973,,#N/A,1976,,#N/A,#N/A,,1973-1976,,,,#NAME?,,,,,,,,18.2,,,,,,North West Atlantic,North West Atlantic,stomach sampling,BowmanandMichael1982
Atlantic mackerel,Silver hake,bony fishes,,,YES,1973,,#N/A,1976,,#N/A,#N/A,,1973-1976,,,,#NAME?,,,,,,,,6,,,,,,Southern New England,North West Atlantic,stomach sampling,BowmanandMichael1982
Atlantic mackerel,Silver hake,bony fishes,,,YES,1973,,#N/A,1976,,#N/A,#N/A,,1973-1976,,,,#NAME?,,,,,,,,21.1,,,,,,Georges Bank,North West Atlantic,stomach sampling,BowmanandMichael1982
Atlantic herring,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,245,28,,,,,,,,,,,Gulf of Maine,North West Atlantic,stomach sampling,Logan2009
Atlantic herring,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,45,284,45-284,45-284,109,92,,,,,,,,,,,Gulf of Maine,North West Atlantic,stomach sampling,Logan2009
Atlantic herring,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,164,290,164-290,164-290,231,27,,,,,,,,,,,Gulf of Maine,North West Atlantic,stomach sampling,Logan2009
Atlantic herring,Striped bass,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,84,,,,,,,,,,,,MA,North West Atlantic,stomach sampling,Nelsonetal2006
Atlantic mackerel,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,236,29,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Atlantic mackerel,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,183,312,183-312,183-312,217,39,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Atlantic herring,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,137,11,,Prey juvenile,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Shortfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,89,10,,Prey juvenile,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Longfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,65,,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Longfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,28,74,28-74,28-74,55,24,,,,,,,,,,,Gulf of Maine,Gulf of Maine,stomach sampling,Loganetal2013
Longfin squid,Atlantic bluefin tuna,bony fishes,,,YES,,,#N/A,,,#N/A,#N/A,,0,,,,#NAME?,,115,,,,,,,,,,,,Mid Atlantic Bight,Mid Atlantic Bight,stomach sampling,Loganetal2013
